지역명_매장명,매장명,지역명,시,군구,전화번호,주소,링크
광주 광산구_도연,도연,광주 광산구,광주,광산구,010-7101-6653,광주 광산구 산정공원로60번길 4 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_동그라미통신,동그라미통신,광주 광산구,광주,광산구,010-9063-0063,광주 광산구 사암로171번길 54 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_드림모바일,드림모바일,광주 광산구,광주,광산구,010-4463-8287,광주 광산구 사암로339번길 28,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_메인통신,메인통신,광주 광산구,광주,광산구,010-8253-6763,광주 광산구 장신로 140 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_미소정보통신,미소정보통신,광주 광산구,광주,광산구,010-5961-6378,광주 광산구 광산로 12 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_벌집 호남대점,벌집 호남대점,광주 광산구,광주,광산구,010-7135-8867,광주 광산구 어등대로 410-1 203호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_벌집통신 월곡점,벌집통신 월곡점,광주 광산구,광주,광산구,010-3530-6922,광주 광산구 월곡중앙로41번길 19 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_세정모바일,세정모바일,광주 광산구,광주,광산구,010-8502-8866,광주 광산구 첨단중앙로182번길 76 첨단중해마루힐 2차 상가 1층 116호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_앤텔레콤 로드통신 선불폰선불유심,앤텔레콤 로드통신 선불폰선불유심,광주 광산구,광주,광산구,010-9221-7558,광주 광산구 내상로 80 신한화아파트 101동 1311호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_옆커폰 광주광산점,옆커폰 광주광산점,광주 광산구,광주,광산구,010-5255-2221,광주 광산구 장신로 68 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
광주 광산구_오픈모바일,오픈모바일,광주 광산구,광주,광산구,010-2145-5545,광주 광산구 평동로 775,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_운텔레콤,운텔레콤,광주 광산구,광주,광산구,010-4313-0090,광주 광산구 선운중앙로 52 1동 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_유니통신,유니통신,광주 광산구,광주,광산구,010-4566-0663,광주 광산구 광산로 33-4,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_정인모바일,정인모바일,광주 광산구,광주,광산구,010-3977-8323,광주 광산구 사암로 299,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_제이제이정보통신,제이제이정보통신,광주 광산구,광주,광산구,010-8525-9775,광주 광산구 우산로96번길 66,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_중고나라 광주운남점,중고나라 광주운남점,광주 광산구,광주,광산구,010-9893-2030,광주 광산구 임방울대로 154-24 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_중고폰장터 광주점,중고폰장터 광주점,광주 광산구,광주,광산구,010-6619-3989,광주 광산구 목련로394번길 9-26 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_착한모바일 수완점,착한모바일 수완점,광주 광산구,광주,광산구,010-9272-3063,광주 광산구 풍영로101번길 37,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_첨단휴대폰성지 공구폰,첨단휴대폰성지 공구폰,광주 광산구,광주,광산구,010-2317-4898,광주 광산구 첨단중앙로 96 LC타워 1층 120호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_패밀리통신,패밀리통신,광주 광산구,광주,광산구,010-3114-4562,광주 광산구 내상로33번길 17 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_폰사랑,폰사랑,광주 광산구,광주,광산구,010-9342-9155,광주 광산구 임방울대로 142-6 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_폰선생 첨단점,폰선생 첨단점,광주 광산구,광주,광산구,010-5253-5555,광주 광산구 월계로 217 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_폰순이모바일,폰순이모바일,광주 광산구,광주,광산구,010-9979-7770,광주 광산구 사암로 211 1층 107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_해피모바일 월곡본점,해피모바일 월곡본점,광주 광산구,광주,광산구,010-2508-3593,광주 광산구 사암로 250 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_휴대폰 아울렛,휴대폰 아울렛,광주 광산구,광주,광산구,010-5833-2767,광주 광산구 무진대로 246-7 광주우산LH희망상가 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_휴대폰공장 소촌점,휴대폰공장 소촌점,광주 광산구,광주,광산구,010-5649-1459,광주 광산구 소촌로152번길 24 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_휴대폰명소,휴대폰명소,광주 광산구,광주,광산구,010-3391-0025,광주 광산구 목련로273번길 96 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_휴대폰성지 첨단점,휴대폰성지 첨단점,광주 광산구,광주,광산구,010-5080-9771,광주 광산구 첨단중앙로106번길 25 상가1층 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_휴대폰파는총각 첨단점,휴대폰파는총각 첨단점,광주 광산구,광주,광산구,010-9941-2165,광주 광산구 첨단중앙로116번길 14 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 광산구_희망정보통신 광산점,희망정보통신 광산점,광주 광산구,광주,광산구,010-9329-3632,광주 광산구 목련로 65 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 남구_중고폰 사랑네트워크,중고폰 사랑네트워크,광주 남구,광주,남구,010-8614-4441,광주 남구 백운로 23,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC&tab=place#none
광주 동구_광주휴대폰성지 제트모바일,광주휴대폰성지 제트모바일,광주 동구,광주,동구,010-9666-6558,광주 동구 충장로 101-5 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
광주 동구_글로벌통신,글로벌통신,광주 동구,광주,동구,010-8619-0303,광주 동구 중앙로 249 동명동센트럴파크 건너편,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%84%A4%ED%8A%B8%EC%9B%8D%EC%8A%A4&tab=place#none
광주 동구_노란마켓 광주점,노란마켓 광주점,광주 동구,광주,동구,010-8447-7909,광주 동구 충장로 61 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%85%B8%EB%9E%80%EB%A7%88%EC%BC%93&tab=place#none
광주 북구_광주포렌식데이터복구 외장하드USB휴대폰 스마트폰 복원,광주포렌식데이터복구 외장하드USB휴대폰 스마트폰 복원,광주 북구,광주,북구,010-3264-3264,광주 북구 동림용산로 14 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
광주 북구_광주핸드폰 성지 다온모바일 문흥점,광주핸드폰 성지 다온모바일 문흥점,광주 북구,광주,북구,010-6260-3100,광주 북구 서하로 388 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
광주 북구_무한통신,무한통신,광주 북구,광주,북구,010-4825-5115,광주 북구 동림동 1330 상가 119-8호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 북구_옆커폰 북구오치점,옆커폰 북구오치점,광주 북구,광주,북구,010-6333-0093,광주 북구 서하로 179 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
광주 북구_좋은네트웍스,좋은네트웍스,광주 북구,광주,북구,010-5880-7770,광주 북구 용봉로 77 전남대학교 생활관 9호관 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%84%A4%ED%8A%B8%EC%9B%8D%EC%8A%A4&tab=place#none
광주 서구_광주광역시 앤텔레콤 선후불유심운웅 작명 운천로쌍촌동센터,광주광역시 앤텔레콤 선후불유심운웅 작명 운천로쌍촌동센터,광주 서구,광주,서구,010-9799-6794,광주 서구 운천로 176 4층 44호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_광주선불폰,광주선불폰,광주 서구,광주,서구,010-3081-0094,광주 서구 내방로 324-1,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_광주선불폰선불유심개통센터,광주선불폰선불유심개통센터,광주 서구,광주,서구,010-9982-1139,광주 서구 상무화원로 13 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_광주에코폰 쌍촌점,광주에코폰 쌍촌점,광주 서구,광주,서구,010-8275-4885,광주 서구 월드컵4강로197번길 19 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_광주휴대폰성지 봉이모바일 상무점,광주휴대폰성지 봉이모바일 상무점,광주 서구,광주,서구,010-9442-8528,광주 서구 상무대로 826 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_당일개통선불폰 광주점,당일개통선불폰 광주점,광주 서구,광주,서구,010-6576-1597,광주 서구 화운로 149 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_라면텔레콤&행정사사무소,라면텔레콤&행정사사무소,광주 서구,광주,서구,010-4517-4900,광주 서구 운천로 99 1동 119호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_마운틴모바일,마운틴모바일,광주 서구,광주,서구,010-8424-3273,광주 서구 상무대로 882 에드가리움1차 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_별빛통신,별빛통신,광주 서구,광주,서구,010-8193-6006,광주 서구 하남대로 704 지선빌딩 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_생생대리점,생생대리점,광주 서구,광주,서구,010-8062-0029,광주 서구 금호운천길 104 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_스마트폰전문점,스마트폰전문점,광주 서구,광주,서구,010-3600-3000,광주 서구 치평로 60 삼성리더스빌 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_알뜰폰 개통지점,알뜰폰 개통지점,광주 서구,광주,서구,010-7447-7112,광주 서구 상무화원로 11,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_앤텔레콤 선불폰 선불유심 다경통신,앤텔레콤 선불폰 선불유심 다경통신,광주 서구,광주,서구,010-9847-4620,광주 서구 상무대로1057번길 3-9 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_에코폰 광주점,에코폰 광주점,광주 서구,광주,서구,010-7683-5535,광주 서구 상무중앙로 43 광주BYC빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_지오드림,지오드림,광주 서구,광주,서구,010-7429-9000,광주 서구 쌍촌로 55 n타워 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_착한모바일 쌍촌점,착한모바일 쌍촌점,광주 서구,광주,서구,010-7570-1555,광주 서구 상무민주로 99 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_착한모바일 쌍촌점,착한모바일 쌍촌점,광주 서구,광주,서구,010-9079-4489,광주 서구 상무민주로 99 1층 2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_총각네,총각네,광주 서구,광주,서구,010-8888-2835,광주 서구 상무오월로3번길 14-12 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_큰나래 화정점,큰나래 화정점,광주 서구,광주,서구,010-3275-1114,광주 서구 화정로138번길 2 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_탑정보통신,탑정보통신,광주 서구,광주,서구,010-8221-9010,광주 서구 화운로 149 남송빌딩 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_휴대폰마트,휴대폰마트,광주 서구,광주,서구,010-9642-1754,광주 서구 풍금로 39 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_휴대폰성지 동천점,휴대폰성지 동천점,광주 서구,광주,서구,010-4215-4060,광주 서구 하남대로710번길 3 동천마을6단지아파트 상가 1층 105호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_휴대폰파는총각,휴대폰파는총각,광주 서구,광주,서구,010-7608-2344,광주 서구 풍금로 171 평화빌딩 1층 102-1호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주 서구_휴대폰파는총각,휴대폰파는총각,광주 서구,광주,서구,010-4635-7455,광주 서구 상무대로 1045 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
대구 남구_LG헬로모바일 봉덕직영점,LG헬로모바일 봉덕직영점,대구 남구,대구,남구,010-5552-8454,대구 남구 봉덕로 101 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_루이통신,루이통신,대구 남구,대구,남구,010-5750-1002,대구 남구 신촌길 94 301동 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_비상통신,비상통신,대구 남구,대구,남구,010-6671-6158,대구 남구 신촌길 57 앞산비스타동원 상가401동 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_송이통신,송이통신,대구 남구,대구,남구,010-9977-8926,대구 남구 명덕로 102 1층 103호 휴대폰할인매장 송이통신,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_아트통신,아트통신,대구 남구,대구,남구,010-9133-4439,대구 남구 봉덕로 95 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_참텔레콤,참텔레콤,대구 남구,대구,남구,010-5552-8454,대구 남구 봉덕로 101 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_필정보통신,필정보통신,대구 남구,대구,남구,010-6533-6533,대구 남구 성당로 284,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 남구_휴대폰도매할인점,휴대폰도매할인점,대구 남구,대구,남구,010-8904-3349,대구 남구 대명로 74 세왕빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%ED%95%A0%EC%9D%B8%EC%A0%90&tab=place#none
대구 남구_휴대폰맛집,휴대폰맛집,대구 남구,대구,남구,010-6740-6666,대구 남구 봉덕로27길 25,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%82%B0&tab=place#none
대구 남구_휴대폰성지 옆커폰 남구계명대점,휴대폰성지 옆커폰 남구계명대점,대구 남구,대구,남구,010-2423-0439,대구 남구 현충로 242-1 1층 옆커폰,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 남구_휴대폰할인전문점,휴대폰할인전문점,대구 남구,대구,남구,010-2423-3322,대구 남구 대명로 66 배염프라임시티 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%ED%95%A0%EC%9D%B8&tab=place#none
대구 달서구_91통신,91통신,대구 달서구,대구,달서구,010-9999-9537,대구 달서구 송현동2길 53 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_당근폰 달서점,당근폰 달서점,대구 달서구,대구,달서구,010-5819-3885,대구 달서구 진천로 77 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_대경텔레콤,대경텔레콤,대구 달서구,대구,달서구,010-6259-6255,"대구 달서구 계대동문로 19 1층, 휴대폰성지",https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_대구선불폰,대구선불폰,대구 달서구,대구,달서구,010-7451-8977,대구 달서구 와룡로49길 104-11 301호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_루피통신,루피통신,대구 달서구,대구,달서구,010-7706-7575,대구 달서구 선원남로 113 108호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_모바일월드 월배점,모바일월드 월배점,대구 달서구,대구,달서구,010-8669-5380,대구 달서구 진천로16길 116 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_모바일허브,모바일허브,대구 달서구,대구,달서구,010-9941-1304,대구 달서구 달구벌대로 1009,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_서하네 폰가게,서하네 폰가게,대구 달서구,대구,달서구,010-6515-2662,대구 달서구 야외음악당로39길 54 삼정그린빌 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_스마트마켓 중고폰 선불유심,스마트마켓 중고폰 선불유심,대구 달서구,대구,달서구,010-6635-3433,대구 달서구 월배로 340 앞산청구제네스 상가 101동 5호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_연우모바일 성서점,연우모바일 성서점,대구 달서구,대구,달서구,010-2286-2836,대구 달서구 호산로 125 삼성명가타운상가 1층 141호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_옆커폰 도원점,옆커폰 도원점,대구 달서구,대구,달서구,010-8338-5174,대구 달서구 한실로 99 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 성당점,옆커폰 성당점,대구 달서구,대구,달서구,010-3399-8787,대구 달서구 당산로 81 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 성서계대점,옆커폰 성서계대점,대구 달서구,대구,달서구,010-2232-4321,대구 달서구 서당로7길 35 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 용산점,옆커폰 용산점,대구 달서구,대구,달서구,010-8062-6433,대구 달서구 성지로 90 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 월성점,옆커폰 월성점,대구 달서구,대구,달서구,010-4031-4843,대구 달서구 조암로 9 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 이곡점,옆커폰 이곡점,대구 달서구,대구,달서구,010-8214-0306,대구 달서구 계대동문로 123 성서우방타운 상가 1층 119동 110호 (옆커폰핫플),https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 장기점,옆커폰 장기점,대구 달서구,대구,달서구,010-5566-2103,대구 달서구 장기로 247 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_옆커폰 진천점,옆커폰 진천점,대구 달서구,대구,달서구,010-5290-5554,대구 달서구 조암남로 147 상가 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
대구 달서구_이팀통신,이팀통신,대구 달서구,대구,달서구,010-2533-9589,대구 달서구 달구벌대로 1504 5층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_중고폰 올폰사,중고폰 올폰사,대구 달서구,대구,달서구,010-7440-7158,대구 달서구 이곡동로 32 성서와룡타운 상가 1층 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
대구 달서구_태태통신,태태통신,대구 달서구,대구,달서구,010-4692-0987,대구 달서구 계대동문로 23 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8C%80%EA%B5%AC&tab=place#none
