지역명_매장명,매장명,지역명,시,군구,전화번호,주소,링크
서울 강동구_세상모든폰,세상모든폰,서울 강동구,서울,강동구,010-5938-1117,서울 강동구 구천면로 414,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 성남시_휴대폰성지 대박통신 위례직영점,휴대폰성지 대박통신 위례직영점,경기 성남시,경기,성남시,010-9879-6444,경기 성남시 수정구 위례광장로 310 우성트램타워 B동 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_애플선불폰,애플선불폰,서울 강남구,서울,강남구,010-6387-4596,"서울 강남구 테헤란로 410 1,2층",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_옆커폰 상일점,옆커폰 상일점,서울 강동구,서울,강동구,010-5864-1356,서울 강동구 고덕로 391 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_한씨네텔레콤,한씨네텔레콤,서울 강동구,서울,강동구,010-3900-4444,서울 강동구 동남로81길 26,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_드림텔레콤,드림텔레콤,서울 강동구,서울,강동구,010-5033-0113,서울 강동구 상암로 214 삼익맨션 1층 107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_오랜지텔레콤,오랜지텔레콤,서울 강동구,서울,강동구,010-5500-6500,서울 강동구 명일로 244 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰성지 구로프로모바일,휴대폰성지 구로프로모바일,서울 구로구,서울,구로구,010-9998-2155,서울 구로구 구로중앙로 229 월드프라자 1층 17호 휴대폰성지 구로 프로모바일,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰성지 청년폰 신도림테크노마트점,휴대폰성지 청년폰 신도림테크노마트점,서울 구로구,서울,구로구,010-9939-2860,서울 구로구 새말로 97 신도림테크노마트 9층 112호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰성지 정직폰,휴대폰성지 정직폰,서울 구로구,서울,구로구,010-4526-9987,서울 구로구 새말로 97 신도림테크노마트 9층 296호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_신도림휴대폰성지,신도림휴대폰성지,서울 구로구,서울,구로구,010-5764-0320,"서울 구로구 새말로 97 신도림테크노 9층 183호, 20번(희망) 강철 옆매장",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰성지 서울지점,휴대폰성지 서울지점,서울 구로구,서울,구로구,010-5564-1343,서울 구로구 새말로 97 신도림테크노마트 판매동 9층 327호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_다이렉트텔레콤,다이렉트텔레콤,서울 구로구,서울,구로구,010-5019-7017,"서울 구로구 새말로 97 신도림테크노마트 9층 87,88,89호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_퀸모바일,퀸모바일,서울 구로구,서울,구로구,010-8289-9403,서울 구로구 새말로 97 신도림테크노마트 9층 30번,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_러너모바일,러너모바일,서울 구로구,서울,구로구,010-8836-9907,서울 구로구 새말로 97 신도림테크노마트 9층 15번,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_KR모바일 구로신도림14호점,KR모바일 구로신도림14호점,서울 구로구,서울,구로구,010-9791-9727,서울 구로구 새말로 97 신도림테크노마트 9층 27번 노랑기둥,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_지우모바일,지우모바일,서울 구로구,서울,구로구,010-2285-4233,서울 구로구 새말로 97 신도림테크노마트 9층 35호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_아이애플,아이애플,서울 구로구,서울,구로구,010-9900-9955,서울 구로구 새말로 97 신도림테크노마트 9층 37번,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_제이엠 모바일,제이엠 모바일,서울 구로구,서울,구로구,010-5531-2044,"서울 구로구 새말로 97 신도림테크노마트 9층 12, 13번기둥 제이엠",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_해피통신,해피통신,서울 구로구,서울,구로구,010-5605-2227,서울 구로구 새말로 97 9층 10번,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_두모바일,두모바일,서울 구로구,서울,구로구,010-5555-6546,서울 구로구 새말로 97 신도림테크노마트 9층 150호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_충성모바일,충성모바일,서울 구로구,서울,구로구,010-8323-5366,서울 구로구 새말로 97 9층 33번,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_MS모바일,MS모바일,서울 구로구,서울,구로구,010-2714-5069,서울 구로구 새말로 97 신도림테크노마트 9층 25호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_시아,시아,서울 구로구,서울,구로구,010-6715-0404,"서울 구로구 새말로 97 신도림테크노마트 9층 109~110, 115호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_강철통신,강철통신,서울 구로구,서울,구로구,010-6666-1704,"서울 구로구 새말로 97 신도림테크노마트 9층 220, 221호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_세모지,세모지,서울 구로구,서울,구로구,010-9245-4345,서울 구로구 새말로 97 신도림테크노마트 210~211호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_싸요폰,싸요폰,서울 구로구,서울,구로구,010-2094-9927,서울 구로구 새말로 97 9층 19번,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴고모바일,휴고모바일,서울 구로구,서울,구로구,010-3609-0296,"서울 구로구 새말로 97 신도림테크노마트 9층 152,161호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_로이통신4,로이통신4,서울 구로구,서울,구로구,010-3932-7875,서울 구로구 새말로 97 신도림테크노마트 9층 356호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_하이브통신,하이브통신,서울 구로구,서울,구로구,010-3878-4625,서울 구로구 새말로 97 신도림테크노마트 9층 190~191호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_믿음,믿음,서울 구로구,서울,구로구,010-9222-2288,서울 구로구 새말로 97 신도림테크노마트 9층 128호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_메이트통신,메이트통신,서울 구로구,서울,구로구,010-7100-2090,서울 구로구 새말로 97 신도림테크노마트 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_선비폰,선비폰,서울 구로구,서울,구로구,010-2708-2095,서울 구로구 새말로 97 신도림테크노마트 9층 281호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_대종모바일,대종모바일,서울 구로구,서울,구로구,010-7593-2000,서울 구로구 새말로 97 신도림테크노마트 9층 247호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰성지 밴드폰 신도림점,휴대폰성지 밴드폰 신도림점,서울 구로구,서울,구로구,010-7173-1014,서울 구로구 새말로 102 신도림포스빌 1층 108호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_고척통신,고척통신,서울 구로구,서울,구로구,010-5500-4411,서울 구로구 중앙로10길 21 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_소녀폰 목동오목교점,소녀폰 목동오목교점,서울 양천구,서울,양천구,010-3464-4995,서울 양천구 오목로 345 목동슬로우스퀘어 B111호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_현대모바일,현대모바일,서울 양천구,서울,양천구,010-4836-8058,서울 양천구 목동동로12길 52 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_휴대폰성지 옆커폰 영등포양평역점,휴대폰성지 옆커폰 영등포양평역점,서울 영등포구,서울,영등포구,010-8302-5234,서울 영등포구 선유서로24길 6 영등포 중흥 S-CLASS 1층 115호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_장성통신,장성통신,서울 영등포구,서울,영등포구,010-4487-8099,서울 영등포구 대림로29길 36 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰성지 직폰 개봉점,휴대폰성지 직폰 개봉점,서울 구로구,서울,구로구,010-4766-6878,서울 구로구 남부순환로97길 3 KS프리미어빌딩 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_휴대폰할인마트,휴대폰할인마트,서울 구로구,서울,구로구,010-9030-3848,서울 구로구 경인로35길 32 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_윈윈커뮤니티,윈윈커뮤니티,서울 영등포구,서울,영등포구,010-8300-6946,서울 영등포구 영신로19길 22 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_선불유심 개통 선불폰대리점,선불유심 개통 선불폰대리점,서울 영등포구,서울,영등포구,010-5188-8887,서울 영등포구 영중로 22 401호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_휴대폰성지 목동역점,휴대폰성지 목동역점,서울 양천구,서울,양천구,010-5554-8696,서울 양천구 목동로 210 타운빌딩 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_중고폰뱅크 서울신풍점,중고폰뱅크 서울신풍점,서울 영등포구,서울,영등포구,010-2174-4333,서울 영등포구 신풍로 28 에코동 지하2층 B216호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_휴대폰성지 양천본점,휴대폰성지 양천본점,서울 양천구,서울,양천구,010-5613-8696,서울 양천구 중앙로 237 맘모스빌딩 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_킹선불폰,킹선불폰,서울 양천구,서울,양천구,010-9372-6087,"서울 양천구 신정중앙로 104 102, 202호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_영등포 선불폰 선불유심,영등포 선불폰 선불유심,서울 영등포구,서울,영등포구,010-2676-3828,서울 영등포구 영중로 65 2층 205호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_지구로,지구로,서울 양천구,서울,양천구,010-4000-0582,서울 양천구 중앙로46길 42 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_준텔레콤,준텔레콤,서울 구로구,서울,구로구,010-4622-6731,서울 구로구 고척로30길 15 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_백곰모바일,백곰모바일,서울 영등포구,서울,영등포구,010-7267-5557,서울 영등포구 당산로 175 삼익플라주아파트 1층 105호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 영등포구_올쉴드휴대폰,올쉴드휴대폰,서울 영등포구,서울,영등포구,010-9316-1098,서울 영등포구 선유로3길 10 하우스디비즈 3층 319호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%8B%A0%EB%8F%84%EB%A6%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 도봉구_굳폰,굳폰,서울 도봉구,서울,도봉구,010-2349-1665,"서울 도봉구 노해로65길 7-12 7층 6호(창동, 청백빌딩)",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_옆커폰 노원점,옆커폰 노원점,서울 노원구,서울,노원구,010-5599-5579,서울 노원구 동일로 1393 1층 109호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 도봉구_T world 홈플러스방학점,T world 홈플러스방학점,서울 도봉구,서울,도봉구,010-7110-3062,서울 도봉구 도봉로 678 지하2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 도봉구_넘버원 코리아,넘버원 코리아,서울 도봉구,서울,도봉구,010-7660-6366,서울 도봉구 도당로27길 47 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_휴대폰파크 노원성지점,휴대폰파크 노원성지점,서울 노원구,서울,노원구,010-5763-6256,서울 노원구 노해로 507 1층 1051호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_단무지폰 노원점,단무지폰 노원점,서울 노원구,서울,노원구,010-2456-1586,서울 노원구 상계로 74 킴스빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_휴대폰성지 노원,휴대폰성지 노원,서울 노원구,서울,노원구,010-8800-8118,서울 노원구 노해로 507 와우쇼핑몰 1층 1045호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_유티에스글로벌,유티에스글로벌,서울 노원구,서울,노원구,010-5147-0300,서울 노원구 상계로7길 7 에이원블레스 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_소녀폰 성신여대점,소녀폰 성신여대점,서울 성북구,서울,성북구,010-6535-4959,서울 성북구 동소문로20다길 2 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_또또모바일,또또모바일,서울 노원구,서울,노원구,010-4222-5348,서울 노원구 한글비석로27길 34,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_노원구휴대폰성지,노원구휴대폰성지,서울 노원구,서울,노원구,010-3100-3788,서울 노원구 중계로 225 청구아파트상가 1층 113호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_우리동네폰마트,우리동네폰마트,서울 성북구,서울,성북구,010-8240-5628,서울 성북구 한천로 578 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_휴대폰성지 옆커폰 노원중계점,휴대폰성지 옆커폰 노원중계점,서울 노원구,서울,노원구,010-8117-5670,서울 노원구 한글비석로 362 중석빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_반띵모바일,반띵모바일,서울 노원구,서울,노원구,010-4444-2638,서울 노원구 한글비석로27길 34 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_미소통신,미소통신,서울 노원구,서울,노원구,010-4062-8881,서울 노원구 한글비석로52길 30 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_제이텔레콤 공릉시장점,제이텔레콤 공릉시장점,서울 노원구,서울,노원구,010-4632-0072,서울 노원구 동일로 1032 상가 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 도봉구_바이폰 도봉역점,바이폰 도봉역점,서울 도봉구,서울,도봉구,010-5581-0331,서울 도봉구 도봉로170길 16 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_에이치선불폰,에이치선불폰,서울 성북구,서울,성북구,010-2500-0197,서울 성북구 아리랑로 3 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_휴대폰아울렛,휴대폰아울렛,서울 성북구,서울,성북구,010-8287-7206,서울 성북구 동소문로13길 37 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_중고폰사구팔구,중고폰사구팔구,서울 성북구,서울,성북구,010-8411-2523,서울 성북구 동소문로20나길 9 명성빌딩 지하1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_휴대폰성지 성신여대점,휴대폰성지 성신여대점,서울 성북구,서울,성북구,010-6565-7750,서울 성북구 동소문로 113-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_일등통신,일등통신,서울 노원구,서울,노원구,010-7382-7678,서울 노원구 한글비석로 384,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 동대문구_상희모바일,상희모바일,서울 동대문구,서울,동대문구,010-7522-9612,서울 동대문구 회기로 157 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 동대문구_휴대폰킹,휴대폰킹,서울 동대문구,서울,동대문구,010-2922-9089,서울 동대문구 이문로 19 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_폰스테이지,폰스테이지,서울 중랑구,서울,중랑구,010-7350-5509,서울 중랑구 동일로146길 17-52 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 노원구_폰파는아재,폰파는아재,서울 노원구,서울,노원구,010-4210-3038,서울 노원구 덕릉로 780,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_pop정보통신,pop정보통신,서울 성북구,서울,성북구,010-2940-2114,서울 성북구 안암로 145,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_핑크통신 중화역점,핑크통신 중화역점,서울 중랑구,서울,중랑구,010-8181-8281,서울 중랑구 동일로 806 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_중고나라 중화역점,중고나라 중화역점,서울 중랑구,서울,중랑구,010-6748-6667,서울 중랑구 동일로 771,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_히트텔레콤,히트텔레콤,서울 성북구,서울,성북구,010-9917-2645,서울 성북구 지봉로24길 70-19 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_여왕선불폰,여왕선불폰,서울 종로구,서울,종로구,010-9235-8330,서울 종로구 창경궁로 283 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 동대문구_옆커폰 답십리점,옆커폰 답십리점,서울 동대문구,서울,동대문구,010-4375-4959,서울 동대문구 답십리로 108 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
